"Approach" "NbVarSelected" "NbVarInf" "Accuracy_selection" "Specificity_selection" "Sensitivity_selection" "MCC_selection" "Accuracy_training" "Specificity_training" "Sensitivity_training" "MCC_training" "Accuracy_test" "Specificity_test" "Sensitivity_test" "MCC_test" "VarSelected" "coef_estimate" "std_estimate" "Simulation"
"255" "GAMMA_FORW" 64 6 0.42 0.382978723404255 1 0.189484182239967 0.872 0.859852476290833 0.882968601332065 0.74323849378822 0.8335 0.814667988107037 0.852674066599395 0.667656954722674 "X1;X2;X3;X4;X5;X6;X11;X12;X13;X14;X15;X16;X17;X18;X19;X21;X22;X23;X24;X25;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X53;X54;X56;X59;X66;X68;X70;X72;X77;X78;X81;X82;X83;X84;X85;X86;X87;X91;X92;X94;X97;X99" "1.73098885505216;0.00961464687595442;-0.201748220337706;-0.0102687071854937;0.0467402340477465;-0.122894187539157;NA;NA;NA;NA;1.3935353213855;-0.0733647590062534;0.043035489892827;0.223595698198391;-0.121374225510503;0.0913210886740048;-0.0349753423120871;-0.226132779988163;0.117087207277575;NA;1.52938935990761;-0.00711758904845721;-0.0869814021240038;-0.153563107976834;0.107383301712205;NA;NA;0.279552735045487;-0.253207526717541;0.0139952183853646;1.60548151749541;0.0185430132243554;-0.0143561001708633;0.137638394773588;-0.109210022641754;-0.17573172076812;-0.0735720704326217;0.158367367418353;-0.116460536657598;NA;1.4332963617042;-0.0702120375611922;0.114257233696437;0.0064199069982068;-0.00252048139110937;-0.167165721995186;0.265913826556521;-0.0490383895899062;0.149683809014855;-0.141954210767852;NA;NA;0.0756849606138708;-0.13975693267004;NA;0.255359479270946;NA;NA;-0.16611562807032;NA;NA;NA;NA;NA;NA;-0.0840394679452708;NA;-0.203715757241113;NA;0.0904179749787878;NA;0.113315525432325;NA;NA;NA;NA;0.0539155518317641;-0.0774348674557322;NA;NA;0.00717973132765718;-0.0687955251265574;0.307000713456902;-0.165655025800372;0.142729271612645;-0.266918078331131;0.0122461782256981;NA;NA;NA;1.4636384893786;-0.0726101715787608;NA;-0.0367846157922945;NA;NA;-0.0894647235646265;NA;-0.0465613647912238;NA" "0.119009886315637;0.102164267112796;0.106579202672931;0.105842837981112;0.103376568980056;0.0960603993625216;NA;NA;NA;NA;0.117006899070802;0.104807272176902;0.109114657356191;0.10720444914536;0.108443652327031;0.10663953959968;0.102462810632315;0.103253714018154;0.0983838803246727;NA;0.114912539545627;0.100969149807321;0.103080660280908;0.103790731368758;0.103401556346968;NA;NA;0.10400373175509;0.105170117312166;0.101999326756621;0.119010244639546;0.106048162375405;0.10589412122347;0.103969082644148;0.10784332065139;0.107567605516044;0.111730414124154;0.107581222121233;0.100886613869878;NA;0.116482570616154;0.101633208296966;0.107736560848498;0.108320375314934;0.107283021222293;0.111393812711998;0.108738301555832;0.104593880061231;0.106987681089457;0.0947718364315459;NA;NA;0.0980266052501939;0.0993732559552813;NA;0.0969746655278076;NA;NA;0.0873680088506521;NA;NA;NA;NA;NA;NA;0.097385561490999;NA;0.096726140419864;NA;0.0910229825957686;NA;0.0827498070176203;NA;NA;NA;NA;0.0966101626807682;0.0956033703896257;NA;NA;0.0976201009077878;0.105834263758898;0.106432627715594;0.10450288927866;0.105201175042582;0.104007261280852;0.097694931407907;NA;NA;NA;0.0988003385907035;0.0771076936875456;NA;0.0715453397939575;NA;NA;0.0755833243803038;NA;0.0737424561400203;NA" 5
"256" "GAMMA_HC" 68 6 0.38 0.340425531914894 1 0.173313435525545 0.874 0.863013698630137 0.883920076117983 0.747263500861873 0.8265 0.805748265609514 0.847628657921292 0.653774244290058 "X1;X2;X3;X4;X5;X6;X11;X12;X13;X14;X15;X16;X17;X18;X19;X21;X22;X23;X24;X25;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X53;X54;X56;X59;X66;X68;X70;X71;X72;X73;X77;X78;X79;X80;X81;X82;X83;X84;X85;X86;X87;X91;X92;X94;X97;X99" "1.74260223610896;0.00301942029065886;-0.205327882610657;-0.00529419606040657;0.0421035108248129;-0.123835654753724;NA;NA;NA;NA;1.41693068357379;-0.0745494676338792;0.0332107717532483;0.22488709265288;-0.117372897578022;0.0843954878466464;-0.0391795987400478;-0.221191038257237;0.121177914630332;NA;1.53957830435394;-0.0151651257529989;-0.0778628219820556;-0.161871647393265;0.111032926333925;NA;NA;0.270975695090078;-0.253842877765779;0.0179192834481691;1.62475301796463;0.00805407032741338;-0.020071483032425;0.14008918286397;-0.107813486893751;-0.173489870398449;-0.0783831920573932;0.16726966745102;-0.125431387483195;NA;1.44274335665337;-0.0733885900413506;0.112096468945716;-0.000281005785139852;0.00360900099348234;-0.169858711028226;0.287753959589763;-0.0589310228419762;0.156204073199108;-0.145100151479409;NA;NA;0.0764729248526901;-0.138666450249208;NA;0.257040030395234;NA;NA;-0.168033671948203;NA;NA;NA;NA;NA;NA;-0.0831243191367911;NA;-0.202291990059556;NA;0.0750555914251375;0.00626333832335994;0.140146292865318;-0.0888151921346232;NA;NA;NA;0.0410181523136997;-0.0978687389486568;-0.0954693867780037;0.209773826077282;0.00558317992541805;-0.0678939703380055;0.304951533047329;-0.159215217705423;0.140543134228836;-0.26797227750125;0.00850299239986843;NA;NA;NA;1.4701167981472;-0.0767074686367811;NA;-0.0353727621135178;NA;NA;-0.0925262440856892;NA;-0.0453313718942554;NA" "0.119509832650548;0.103347976156544;0.106825797960025;0.10660676545018;0.103971458246508;0.0964097188352727;NA;NA;NA;NA;0.118553426920136;0.105156422159089;0.109673342558587;0.107767860893605;0.109072567337553;0.106881672481335;0.102798298699608;0.103628767778501;0.0986430032557598;NA;0.115782572659965;0.101452736140495;0.103737640213525;0.104445953584025;0.103847698785948;NA;NA;0.104241638602471;0.105432430648963;0.102306616182897;0.120093739299898;0.106499394984521;0.106062617421274;0.104493609926156;0.107938191828009;0.10751817237109;0.112104523324157;0.10818935099131;0.101353633971986;NA;0.116923376571266;0.101833588237543;0.108431895406553;0.108607565062144;0.107976925385233;0.112224669396154;0.109708156568981;0.105050215454806;0.107468250732313;0.0952884943941018;NA;NA;0.098754862799012;0.0997269595725945;NA;0.0972322493197567;NA;NA;0.0880856109931172;NA;NA;NA;NA;NA;NA;0.0976871551518465;NA;0.0972744732110515;NA;0.091526045198876;0.100835885425605;0.104436526402586;0.101732498446618;NA;NA;NA;0.1035573408387;0.104559491265311;0.104887810019664;0.0977959527779294;0.0979985596461251;0.106153277104612;0.106778201333196;0.104584501301012;0.105805868488591;0.104652680771354;0.0980950119408105;NA;NA;NA;0.0995221372334826;0.0772288630692101;NA;0.0719476945138781;NA;NA;0.0758622258868359;NA;0.0739047581617941;NA" 5
"257" "BASELINE" 100 6 0.06 0 1 0 0.8755 0.882410106899903 0.868177136972194 0.750758204590601 0.8435 0.852307692307692 0.835121951219512 0.687214788187208 "X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X60;X61;X62;X63;X64;X65;X66;X67;X68;X69;X70;X71;X72;X73;X74;X75;X76;X77;X78;X79;X80;X81;X82;X83;X84;X85;X86;X87;X88;X89;X90;X91;X92;X93;X94;X95;X96;X97;X98;X99;X100" "1.64263621749066;0.163149255972513;0.0943841287078835;-0.237685605216197;-0.0380489901007095;0.096422684255953;-0.041463533907987;-0.118479015736964;0.0193383576062828;0.101132587184844;1.76719891814877;-0.181070989098523;0.16648369175227;-0.122417136819378;0.180259785394811;-0.143478502839055;-0.0337664094800737;0.235069081353767;-0.128847541756122;-0.0443915837802292;1.62173703517607;-0.0529056209962834;0.403961553507672;-0.114040074720816;-0.0630864366556154;0.0273850709026511;-0.0835847291563166;0.0716482417005653;0.056562937699872;-0.0337065398807394;1.61028289421046;-0.0449324981671551;-0.0137570055846511;-0.131453233895502;0.143526163833548;-0.0667365600878687;0.0495938551808748;-0.0486523019357252;-0.018178682966019;0.074099833868176;1.8047697236043;0.0162736563347561;0.0334023705625167;-0.0622845883052123;-0.12500521622565;0.121880707780119;-0.290277127155936;0.130329288392695;0.196176284244974;-0.203746507563518;0.0158058759530527;-0.0344879379389435;0.0754890181686594;-0.0921243740942188;0.0594602551465845;0.0911830919173707;-0.0505432857669328;-0.246456809381097;0.0846244605802854;0.0919230644755272;0.371097459845138;-0.0782556377273982;-0.00217453396046811;-0.104253724864669;0.0602481261544638;0.0903880297177578;-0.184866136658564;0.0061272346885574;-0.0215662471110756;0.0281464093687593;-0.186924983649427;0.0298094695455545;0.237023241074857;-0.075541613356267;0.00440591928472836;-0.0797351244762978;0.131620598526882;-0.0950247701426782;0.00454960321685474;-0.0915703139193989;0.118784796911436;0.08236609550988;-0.0389022056655572;-0.0923700091547245;0.094704661682723;-0.105473535713523;0.0236587895615365;-0.154454175285814;0.0538603998450067;0.0870594359221822;1.65351037906124;-0.123861080099876;-0.0933617629555106;0.0467347888097548;0.0408455785802957;0.13178916655944;-0.0431805995088092;-0.0576545451660252;-0.0639460802656469;-0.118416895218968" "0.131240316825248;0.115221827642464;0.117927419477429;0.111496517082966;0.112669090204749;0.117162427997916;0.115887655156855;0.115132156557631;0.11285154991918;0.10942327406161;0.131712044161358;0.114558188905529;0.116307332343316;0.11700385996418;0.115924658108617;0.116877999755381;0.120542214670102;0.118573029987857;0.116484562756579;0.109498751469845;0.133894772075779;0.114965657139014;0.116963563842604;0.114995002307412;0.115861775995172;0.113669149597474;0.117928256676367;0.112093977467968;0.1162267014761;0.106348096674376;0.12748487154668;0.112326030349768;0.113014106353968;0.113712374916179;0.115403902404801;0.111099968779312;0.113238071191023;0.11375432833872;0.11692620382644;0.105439628589456;0.13347374740364;0.111811153607042;0.114483211016218;0.112895987920413;0.114736138264203;0.115067071108649;0.111075463866124;0.112135186168595;0.113321424171505;0.11043785449249;0.112038660148577;0.113786968703624;0.111415631888322;0.114050752093226;0.112808924741999;0.115962871614817;0.115531143117509;0.119864820633797;0.117859801404693;0.109121865371293;0.107144457832938;0.111279997168272;0.116822849110677;0.11552788732989;0.109189757311768;0.11571637773598;0.120602496886212;0.115952871865526;0.114989509242611;0.106864020833581;0.105084013463492;0.115029756364534;0.120183623128013;0.115311663596588;0.121540720601137;0.117616268546991;0.115033370601368;0.118034333969141;0.116855645510942;0.100989878984108;0.110536095851219;0.11837539725296;0.113907874138851;0.117418420265155;0.116265754420624;0.113870585372373;0.118552095992095;0.114736622225212;0.112945244100102;0.104900128986039;0.110578175774132;0.0816008072213195;0.0791632863480561;0.0815452735373132;0.0793783449172295;0.0779663159624982;0.079992120944549;0.085937508411017;0.0778650274777399;0.0783215215070107" 5
"258" "BEST" 6 6 1 1 1 1 0.864 0.867832847424684 0.859938208032956 0.72777105545764 0.8565 0.86974358974359 0.84390243902439 0.71344581015832 "X1;X11;X21;X31;X41;X91" "1.47864870124345;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.55948557812817;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.56126359738436;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.42635389322218;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5642739403172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.48336368557634;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0968339637978508;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0968138823071501;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.100737183615625;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0938554061963776;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0994055153959603;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0962955748482945;NA;NA;NA;NA;NA;NA;NA;NA;NA" 5
"259" "CFS" 6 6 1 1 1 1 0.864 0.867832847424684 0.859938208032956 0.72777105545764 0.8565 0.86974358974359 0.84390243902439 0.71344581015832 "X1;X11;X21;X31;X41;X91" "1.47864870124345;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.55948557812817;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.56126359738436;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.42635389322218;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5642739403172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.48336368557634;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0968339637978508;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0968138823071501;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.100737183615625;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0938554061963776;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0994055153959603;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0962955748482945;NA;NA;NA;NA;NA;NA;NA;NA;NA" 5
"260" "CHI2" 38 6 0.68 0.659574468085106 1 0.322712468098258 0.867 0.870748299319728 0.86302780638517 0.733776105704898 0.855 0.862564102564103 0.84780487804878 0.710150151292484 "X11;X41;X21;X91;X1;X31;X22;X2;X24;X13;X23;X3;X27;X12;X4;X15;X42;X14;X33;X17;X43;X26;X6;X46;X32;X25;X16;X5;X44;X34;X29;X18;X28;X36;X45;X7;X35;X9" "1.50961638404465;0.120186221009551;0.08074566030294;-0.209364933251693;-0.0740950778465036;0.0595804872731099;-0.000756313476824564;NA;0.070195488206228;NA;1.65560254918272;-0.16133464902187;0.123005952049824;-0.103875900743664;0.14690197432247;-0.144751885596079;-0.0500899692214205;0.136531947011468;NA;NA;1.48532465828736;-0.0442173521474997;0.325785360846675;-0.109426770932012;-0.0139117666697409;0.0464027763153956;-0.0771906486078658;0.0554788117744679;0.051457864436361;NA;1.4989226576039;-0.0666609565344443;-0.0176830431294717;-0.103824991487815;0.139840324584557;-0.0120114492372019;NA;NA;NA;NA;1.6892098568967;0.00447749956712283;-0.0228499951058861;-0.0748997649003173;-0.102874184851017;0.0941167044667904;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.55405628653437;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.119074125767561;0.107200691828665;0.111546651654968;0.104769717564428;0.107243477741033;0.107143374711404;0.105371285129136;NA;0.0913039793133663;NA;0.12111789904721;0.106731561328855;0.1088662485308;0.109493763552631;0.109229366265145;0.107995027564209;0.109576901646922;0.103494997928065;NA;NA;0.121566748915366;0.108562886462183;0.109790506882391;0.108132881810439;0.109241493391644;0.10647944985314;0.109466950710835;0.102397643015091;0.100399534368058;NA;0.118068739385573;0.106106041146611;0.107412052519828;0.107055512732108;0.104196961666469;0.0959030132546822;NA;NA;NA;NA;0.12213474664908;0.105317306659082;0.107347434420917;0.105003396732847;0.105134245716632;0.09985116555631;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.10157471635786;NA;NA;NA;NA;NA;NA;NA;NA;NA" 5
"261" "CONS" 14 6 0.92 0.914893617021277 1 0.626176703844602 0.86 0.86491739552964 0.854788877445932 0.719749495592246 0.8565 0.866666666666667 0.846829268292683 0.71327435918026 "X1;X3;X6;X7;X11;X15;X21;X22;X27;X31;X34;X41;X43;X91" "1.44842405911083;NA;0.0529258706018749;NA;NA;0.0192377258970958;-0.0126057660437922;NA;NA;NA;1.52852395574299;NA;NA;NA;0.0871003023616342;NA;NA;NA;NA;NA;1.52041991418734;0.0508489545358084;NA;NA;NA;NA;0.0302596933551943;NA;NA;NA;1.44770935895848;NA;NA;-0.0433463191602462;NA;NA;NA;NA;NA;NA;1.58976869768106;NA;-0.0488955178126789;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.48766640942861;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.108201126189874;NA;0.0983427671137665;NA;NA;0.0973538124411803;0.0930467887106349;NA;NA;NA;0.100252908288148;NA;NA;NA;0.080380567749741;NA;NA;NA;NA;NA;0.1175189867481;0.096178763123861;NA;NA;NA;NA;0.0819318361237606;NA;NA;NA;0.102417660697613;NA;NA;0.081311114909151;NA;NA;NA;NA;NA;NA;0.109462151749366;NA;0.0866410376999603;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0968852856388941;NA;NA;NA;NA;NA;NA;NA;NA;NA" 5
"262" "IG" 6 6 1 1 1 1 0.864 0.867832847424684 0.859938208032956 0.72777105545764 0.8565 0.86974358974359 0.84390243902439 0.71344581015832 "X11;X41;X1;X21;X91;X31" "1.47864870124345;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.55948557812817;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.56126359738436;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.42635389322218;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5642739403172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.48336368557634;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0968339637978507;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0968138823071502;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.100737183615625;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0938554061963777;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0994055153959604;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0962955748482946;NA;NA;NA;NA;NA;NA;NA;NA;NA" 5
"263" "IGR" 38 6 0.68 0.659574468085106 1 0.322712468098258 0.867 0.870748299319728 0.86302780638517 0.733776105704898 0.855 0.862564102564103 0.84780487804878 0.710150151292484 "X11;X21;X41;X91;X1;X31;X2;X13;X23;X24;X22;X3;X12;X4;X15;X46;X36;X42;X14;X27;X43;X45;X33;X17;X26;X44;X6;X16;X25;X32;X34;X5;X18;X7;X29;X28;X35;X9" "1.50961638404465;0.120186221009552;0.0807456603029402;-0.209364933251694;-0.074095077846504;0.0595804872731095;-0.000756313476824775;NA;0.0701954882062289;NA;1.65560254918272;-0.161334649021871;0.123005952049824;-0.103875900743663;0.14690197432247;-0.144751885596079;-0.0500899692214201;0.136531947011468;NA;NA;1.48532465828736;-0.0442173521474995;0.325785360846676;-0.109426770932012;-0.0139117666697399;0.0464027763153949;-0.0771906486078663;0.0554788117744682;0.051457864436361;NA;1.4989226576039;-0.0666609565344445;-0.0176830431294712;-0.103824991487815;0.139840324584557;-0.0120114492372016;NA;NA;NA;NA;1.6892098568967;0.0044774995671232;-0.0228499951058862;-0.0748997649003167;-0.102874184851017;0.0941167044667901;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.55405628653438;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.119074125767561;0.107200691828665;0.111546651654968;0.104769717564428;0.107243477741033;0.107143374711404;0.105371285129136;NA;0.0913039793133663;NA;0.12111789904721;0.106731561328855;0.1088662485308;0.109493763552631;0.109229366265145;0.107995027564209;0.109576901646922;0.103494997928065;NA;NA;0.121566748915366;0.108562886462183;0.109790506882391;0.108132881810439;0.109241493391644;0.10647944985314;0.109466950710835;0.102397643015091;0.100399534368058;NA;0.118068739385573;0.106106041146611;0.107412052519829;0.107055512732108;0.104196961666469;0.0959030132546821;NA;NA;NA;NA;0.12213474664908;0.105317306659082;0.107347434420916;0.105003396732847;0.105134245716632;0.09985116555631;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.10157471635786;NA;NA;NA;NA;NA;NA;NA;NA;NA" 5
"264" "ONER" 38 6 0.68 0.659574468085106 1 0.322712468098258 0.867 0.870748299319728 0.86302780638517 0.733776105704898 0.855 0.862564102564103 0.84780487804878 0.710150151292484 "X11;X41;X91;X1;X21;X31;X2;X13;X23;X3;X22;X4;X24;X15;X42;X14;X33;X12;X6;X17;X27;X32;X5;X25;X26;X46;X16;X34;X18;X28;X29;X43;X35;X9;X45;X36;X44;X7" "1.50961638404465;0.120186221009551;0.0807456603029406;-0.209364933251694;-0.0740950778465032;0.0595804872731099;-0.000756313476824962;NA;0.0701954882062284;NA;1.65560254918272;-0.161334649021871;0.123005952049823;-0.103875900743663;0.14690197432247;-0.144751885596079;-0.0500899692214207;0.136531947011468;NA;NA;1.48532465828736;-0.0442173521474997;0.325785360846677;-0.109426770932012;-0.0139117666697408;0.046402776315395;-0.0771906486078656;0.0554788117744678;0.0514578644363607;NA;1.49892265760391;-0.0666609565344452;-0.0176830431294701;-0.103824991487815;0.139840324584557;-0.0120114492372023;NA;NA;NA;NA;1.6892098568967;0.00447749956712264;-0.0228499951058857;-0.0748997649003173;-0.102874184851016;0.0941167044667896;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.55405628653438;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.119074125767561;0.107200691828665;0.111546651654968;0.104769717564428;0.107243477741033;0.107143374711404;0.105371285129136;NA;0.0913039793133663;NA;0.12111789904721;0.106731561328855;0.1088662485308;0.109493763552631;0.109229366265145;0.107995027564209;0.109576901646922;0.103494997928065;NA;NA;0.121566748915365;0.108562886462183;0.109790506882391;0.108132881810439;0.109241493391644;0.10647944985314;0.109466950710835;0.102397643015091;0.100399534368058;NA;0.118068739385573;0.106106041146611;0.107412052519828;0.107055512732108;0.104196961666469;0.0959030132546821;NA;NA;NA;NA;0.12213474664908;0.105317306659082;0.107347434420917;0.105003396732847;0.105134245716632;0.0998511655563099;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.10157471635786;NA;NA;NA;NA;NA;NA;NA;NA;NA" 5
"265" "RELIEF" 1 0 0.93 0.98936170212766 0 -0.0253918358059513 0.5595 0.645286686103013 0.468589083419156 0.115717940926397 0.544 0.658461538461538 0.435121951219512 0.0959261281603729 "X28" "NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.245501234189294;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0457550470929503;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" 5
"266" "RFI" 6 6 1 1 1 1 0.864 0.867832847424684 0.859938208032956 0.72777105545764 0.8565 0.86974358974359 0.84390243902439 0.71344581015832 "X91;X11;X41;X21;X31;X1" "1.47864870124345;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.55948557812817;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.56126359738436;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.42635389322218;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5642739403172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.48336368557634;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0968339637978507;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.09681388230715;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.100737183615625;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0938554061963776;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0994055153959603;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0962955748482946;NA;NA;NA;NA;NA;NA;NA;NA;NA" 5
