"Approach" "NbVarSelected" "NbVarInf" "Accuracy_selection" "Specificity_selection" "Sensitivity_selection" "MCC_selection" "Accuracy_training" "Specificity_training" "Sensitivity_training" "MCC_training" "Accuracy_test" "Specificity_test" "Sensitivity_test" "MCC_test" "VarSelected" "coef_estimate" "std_estimate" "Simulation"
"180" "CHI2" 51 6 0.55 0.521276595744681 1 0.247642198187029 0.871 0.876370887337986 0.865596790371113 0.742027042781506 0.849 0.845098039215686 0.853061224489796 0.698032182579132 "X11;X21;X13;X91;X31;X16;X17;X41;X18;X20;X29;X19;X34;X36;X12;X50;X44;X14;X26;X25;X35;X30;X15;X1;X22;X28;X39;X33;X42;X23;X40;X37;X27;X32;X3;X46;X45;X38;X48;X5;X24;X47;X49;X6;X2;X10;X9;X43;X8;X4;X7" "1.70262333918237;-0.110895749468511;0.102583022942944;0.087597554180184;0.0492427327845861;0.091239831012946;-0.158979600876309;0.183338786110112;0.0816654858621011;-0.485982024120868;1.46638969609069;-0.0560896675067326;0.410728155462042;-0.292950917871801;0.0098145954071028;-0.00696605690829354;-0.193590619645659;-0.0773122744891984;0.121922245453676;0.211090901670737;1.38220442569147;0.141743268617353;-0.0459206262041789;-0.123675852857701;-0.0477609912492836;0.157226506298458;-0.108104699291576;-0.197190622580435;0.335720682601053;-0.000918261630092898;1.4355667991318;0.0884930563351337;0.217163675450909;0.0583957435234811;0.151613914216764;0.0727193141832577;-0.0755927576904485;-0.391303194123725;-0.0952105205473315;0.0808294135174247;1.67048814801924;0.150801366153634;-0.54877384305447;0.273517559591237;0.113409647081057;-0.332493542167969;-0.207585781986856;0.0935600742033982;-0.0654480073930977;0.261563997729217;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.48340067393641;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.240088863955301;0.219257326915435;0.220345718924403;0.215765315826622;0.222167814843314;0.222257041394839;0.229548681397765;0.219316415945265;0.221579908681874;0.217753114174413;0.221687097702291;0.221589512440238;0.219160819300142;0.225289483312646;0.22224069055867;0.23062502328357;0.220015786399707;0.231845965571188;0.221290522619849;0.236206573085955;0.226876979061389;0.22937156363783;0.226726325509283;0.220991211499622;0.219083453673244;0.226159879854011;0.219493076825108;0.22841985142691;0.229498036796036;0.220080878323131;0.231695104670192;0.230654758933027;0.226946426662514;0.216577650599042;0.225776030591779;0.22521847171091;0.229110163188068;0.232760833703824;0.227992657218601;0.230042569381689;0.226659915275903;0.225165718694205;0.224958885285611;0.226490479198705;0.209840385801671;0.221018201173805;0.230463592392363;0.231424547768606;0.222799454240018;0.222143406223888;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0946839629687928;NA;NA;NA;NA;NA;NA;NA;NA;NA" 1
"181" "CONS" 15 5 0.89 0.893617021276596 0.833333333333333 0.483491910746104 0.8555 0.853439680957129 0.857572718154463 0.711010621571262 0.85 0.840196078431373 0.860204081632653 0.700272671042732 "X1;X3;X4;X6;X9;X11;X16;X21;X22;X30;X31;X34;X44;X45;X91" "1.60365948776098;NA;-0.112816799579537;-0.0234489967031424;NA;0.0293005591443405;NA;NA;-0.0625181380877716;NA;1.46255646246892;NA;NA;NA;NA;0.0245511288299647;NA;NA;NA;NA;1.20628237859428;0.138761191022766;NA;NA;NA;NA;NA;NA;NA;0.0606866885636159;1.39337185752533;NA;NA;0.0452944079423663;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.709354330062767;0.562363944413932;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.39437241096335;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.212635472933076;NA;0.195804434277965;0.198320819351551;NA;0.199409821387736;NA;NA;0.19966742130801;NA;0.170296261117865;NA;NA;NA;NA;0.162808363765297;NA;NA;NA;NA;0.184583737718897;0.187662231096527;NA;NA;NA;NA;NA;NA;NA;0.182210959353628;0.172192630777887;NA;NA;0.15871108503372;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.159055363572093;0.155404902806564;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0882228113691029;NA;NA;NA;NA;NA;NA;NA;NA;NA" 1
"182" "IG" 51 6 0.55 0.521276595744681 1 0.247642198187029 0.871 0.876370887337986 0.865596790371113 0.742027042781506 0.849 0.845098039215686 0.853061224489796 0.698032182579132 "X11;X21;X13;X91;X31;X16;X29;X41;X17;X20;X18;X34;X19;X36;X50;X25;X14;X12;X1;X26;X22;X44;X30;X35;X15;X28;X39;X33;X23;X42;X3;X27;X40;X37;X32;X46;X45;X5;X38;X48;X24;X47;X49;X6;X10;X2;X43;X8;X9;X4;X7" "1.70262333918238;-0.110895749468513;0.102583022942942;0.0875975541801835;0.049242732784587;0.0912398310129477;-0.158979600876308;0.183338786110111;0.0816654858620998;-0.485982024120867;1.4663896960907;-0.0560896675067317;0.410728155462042;-0.292950917871803;0.00981459540710325;-0.00696605690829335;-0.193590619645661;-0.0773122744891994;0.121922245453678;0.211090901670736;1.38220442569148;0.141743268617354;-0.0459206262041804;-0.1236758528577;-0.0477609912492854;0.157226506298457;-0.108104699291576;-0.197190622580436;0.335720682601054;-0.000918261630093062;1.43556679913181;0.0884930563351337;0.217163675450908;0.0583957435234803;0.151613914216764;0.0727193141832587;-0.0755927576904483;-0.391303194123725;-0.0952105205473317;0.0808294135174244;1.67048814801924;0.150801366153634;-0.54877384305447;0.273517559591241;0.113409647081056;-0.332493542167969;-0.207585781986856;0.0935600742033987;-0.065448007393097;0.261563997729213;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.48340067393642;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.240088863955302;0.219257326915436;0.220345718924403;0.215765315826622;0.222167814843314;0.222257041394839;0.229548681397765;0.219316415945265;0.221579908681874;0.217753114174414;0.221687097702291;0.221589512440238;0.219160819300142;0.225289483312647;0.22224069055867;0.23062502328357;0.220015786399707;0.231845965571187;0.221290522619849;0.236206573085955;0.226876979061389;0.22937156363783;0.226726325509283;0.220991211499621;0.219083453673245;0.226159879854011;0.219493076825109;0.22841985142691;0.229498036796036;0.220080878323131;0.231695104670193;0.230654758933027;0.226946426662514;0.216577650599041;0.225776030591779;0.22521847171091;0.229110163188068;0.232760833703825;0.227992657218601;0.23004256938169;0.226659915275903;0.225165718694205;0.224958885285612;0.226490479198706;0.209840385801671;0.221018201173805;0.230463592392364;0.231424547768607;0.222799454240017;0.222143406223887;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0946839629687928;NA;NA;NA;NA;NA;NA;NA;NA;NA" 1
"183" "IGR" 51 6 0.55 0.521276595744681 1 0.247642198187029 0.871 0.876370887337986 0.865596790371113 0.742027042781506 0.849 0.845098039215686 0.853061224489796 0.698032182579132 "X1;X26;X13;X29;X22;X91;X41;X20;X31;X8;X35;X7;X37;X27;X21;X18;X12;X19;X50;X23;X11;X47;X42;X15;X14;X24;X39;X48;X25;X5;X32;X36;X33;X49;X16;X45;X46;X40;X3;X38;X43;X44;X17;X6;X10;X34;X28;X2;X30;X9;X4" "1.70262333918237;-0.110895749468513;0.102583022942942;0.0875975541801826;0.0492427327845862;0.0912398310129471;-0.158979600876309;0.183338786110113;0.0816654858621017;-0.485982024120869;1.4663896960907;-0.0560896675067333;0.410728155462044;-0.292950917871801;0.00981459540710352;-0.00696605690829231;-0.193590619645661;-0.0773122744891985;0.121922245453676;0.211090901670735;1.38220442569148;0.141743268617353;-0.0459206262041802;-0.123675852857699;-0.0477609912492846;0.157226506298457;-0.108104699291577;-0.197190622580434;0.335720682601053;-0.000918261630093673;1.4355667991318;0.0884930563351338;0.217163675450909;0.0583957435234801;0.151613914216764;0.0727193141832587;-0.0755927576904493;-0.391303194123726;-0.0952105205473311;0.0808294135174251;1.67048814801924;0.150801366153634;-0.548773843054471;0.273517559591238;0.113409647081056;-0.332493542167968;-0.207585781986855;0.093560074203398;-0.065448007393097;0.261563997729215;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.48340067393642;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.240088863955301;0.219257326915435;0.220345718924403;0.215765315826622;0.222167814843314;0.222257041394839;0.229548681397765;0.219316415945265;0.221579908681874;0.217753114174414;0.221687097702291;0.221589512440238;0.219160819300141;0.225289483312646;0.22224069055867;0.23062502328357;0.220015786399707;0.231845965571187;0.221290522619849;0.236206573085955;0.226876979061389;0.22937156363783;0.226726325509283;0.220991211499621;0.219083453673244;0.226159879854011;0.219493076825108;0.228419851426909;0.229498036796035;0.220080878323131;0.231695104670193;0.230654758933027;0.226946426662514;0.216577650599041;0.225776030591779;0.22521847171091;0.229110163188068;0.232760833703825;0.2279926572186;0.230042569381689;0.226659915275903;0.225165718694205;0.224958885285611;0.226490479198705;0.209840385801671;0.221018201173805;0.230463592392363;0.231424547768606;0.222799454240017;0.222143406223887;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0946839629687926;NA;NA;NA;NA;NA;NA;NA;NA;NA" 1
"184" "ONER" 51 6 0.55 0.521276595744681 1 0.247642198187029 0.871 0.876370887337986 0.865596790371113 0.742027042781506 0.849 0.845098039215686 0.853061224489796 0.698032182579132 "X11;X41;X18;X20;X13;X19;X91;X35;X17;X1;X16;X26;X15;X21;X29;X14;X42;X48;X27;X24;X34;X38;X39;X23;X36;X44;X12;X45;X47;X46;X50;X30;X31;X25;X49;X37;X28;X9;X22;X5;X43;X40;X7;X2;X10;X6;X3;X8;X32;X33;X4" "1.70262333918237;-0.110895749468513;0.102583022942942;0.0875975541801834;0.0492427327845867;0.0912398310129474;-0.158979600876308;0.183338786110113;0.0816654858621007;-0.485982024120867;1.4663896960907;-0.0560896675067333;0.410728155462043;-0.292950917871801;0.00981459540710221;-0.00696605690829345;-0.193590619645659;-0.0773122744891982;0.121922245453677;0.211090901670737;1.38220442569148;0.141743268617353;-0.0459206262041792;-0.1236758528577;-0.0477609912492849;0.157226506298461;-0.108104699291576;-0.197190622580435;0.335720682601053;-0.000918261630093212;1.4355667991318;0.0884930563351344;0.217163675450908;0.0583957435234809;0.15161391421677;0.0727193141832563;-0.0755927576904475;-0.391303194123724;-0.0952105205473309;0.0808294135174257;1.67048814801924;0.150801366153634;-0.548773843054469;0.27351755959124;0.113409647081058;-0.332493542167968;-0.207585781986856;0.0935600742033995;-0.065448007393099;0.261563997729214;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.48340067393642;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.240088863955301;0.219257326915435;0.220345718924403;0.215765315826622;0.222167814843314;0.222257041394839;0.229548681397765;0.219316415945265;0.221579908681874;0.217753114174413;0.221687097702291;0.221589512440238;0.219160819300142;0.225289483312646;0.22224069055867;0.23062502328357;0.220015786399707;0.231845965571187;0.221290522619849;0.236206573085955;0.226876979061389;0.22937156363783;0.226726325509283;0.220991211499621;0.219083453673245;0.226159879854012;0.219493076825108;0.22841985142691;0.229498036796035;0.220080878323131;0.231695104670193;0.230654758933027;0.226946426662514;0.216577650599042;0.225776030591779;0.22521847171091;0.229110163188068;0.232760833703825;0.227992657218601;0.230042569381689;0.226659915275904;0.225165718694205;0.224958885285611;0.226490479198705;0.209840385801671;0.221018201173805;0.230463592392363;0.231424547768607;0.222799454240018;0.222143406223887;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0946839629687929;NA;NA;NA;NA;NA;NA;NA;NA;NA" 1
"185" "RELIEF" 99 6 0.07 0.0106382978723404 1 0.0253918358059513 0.8745 0.879361914257228 0.869608826479438 0.749021301836085 0.841 0.833333333333333 0.848979591836735 0.682177813293037 "X43;X42;X45;X46;X47;X98;X91;X92;X80;X50;X17;X74;X49;X12;X13;X20;X62;X61;X53;X11;X77;X41;X66;X95;X18;X48;X52;X67;X64;X70;X44;X59;X29;X54;X86;X76;X15;X56;X65;X14;X63;X73;X68;X58;X25;X24;X69;X55;X57;X51;X94;X8;X22;X19;X75;X97;X85;X60;X9;X88;X72;X79;X89;X28;X71;X26;X3;X27;X82;X99;X21;X6;X84;X1;X30;X90;X81;X87;X35;X40;X36;X83;X31;X37;X33;X16;X23;X34;X32;X78;X96;X39;X100;X5;X2;X10;X38;X7;X93" "1.7249433874442;-0.126441935750906;0.111721282550124;NA;0.160094422863823;0.141329303436054;-0.209015061206171;0.200153376176076;0.0700791271613322;-0.465448497896483;1.55251614179589;-0.070006998125208;0.496078457819297;-0.223299914043372;0.0327756677838141;-0.0657098547823049;-0.204626434237767;-0.0719655769563702;0.0903474515388296;0.110421427161857;1.48893276816461;0.120501322096564;-0.0181564471302599;-0.125337353457944;-0.067678326242136;0.187636624902407;-0.125645385859451;-0.218688515814064;0.303907514170028;-0.0143545856268516;1.49230269586597;0.132624785929475;0.249197964714087;0.024845720301015;0.0435182486112995;0.176436812894765;-0.100846039047194;-0.465921691417293;-0.0177075650554426;0.0608870570210859;1.77410993318855;0.162271366149608;-0.588440731191146;0.138580585539187;0.111080122705279;-0.350250134691479;-0.150186436491656;0.0982627971574495;-0.0307452936735999;0.282093043887533;-0.114168373857265;-0.0885887789638084;0.0680968864820021;-0.112839120203073;0.0921596004037945;0.164843570950364;-0.35912750486027;0.00159223425177974;-0.0655360391143081;0.266487875516751;0.0941696146074392;0.11675984458505;-0.0432440335331295;0.213609047937178;-0.160505790478657;0.217466700123471;-0.0424858035018074;-0.293125983138721;-0.153405962698099;0.120499052316209;0.292763510504471;0.0244986764007062;-0.0675085465664138;0.00250518910410516;0.319208775387608;0.125184469120524;-0.257971158008822;-0.29388468905309;0.065813395642522;-0.181075648363529;0.659733080085783;-0.145791050777989;-0.14677740821775;-0.24523299777193;-0.129528550931278;-0.338089389552874;0.00208801838356886;0.308629465314402;-0.142305270503302;0.258250141132463;1.53975518489186;0.0126044893207137;-0.0902323038733658;-0.110289141227554;-0.054800496919687;0.0825779720602764;0.0873825700028297;-0.149285432525474;0.0129811388078472;-0.0411581712151446" "0.25070179452647;0.230334422360394;0.231816529237739;NA;0.230483804807517;0.229649438550743;0.239276263560468;0.224353600058139;0.230777514762135;0.224564623183196;0.232410169275793;0.230819192659498;0.229289464577024;0.238555537329776;0.233067640295021;0.241260725097156;0.229817929806008;0.242305805755673;0.228625024340389;0.24519653038167;0.237731027002172;0.237367378587191;0.235085763740865;0.231446261150987;0.228455910034419;0.239807806165632;0.229020795953105;0.239087671404781;0.239915288550823;0.229121245031091;0.243942943366813;0.240138734762846;0.240157661263963;0.226549236406535;0.236848775741932;0.234292009405219;0.241158203176662;0.245346507662242;0.23888278170058;0.241787047472039;0.239780588724112;0.237226630367621;0.235689506376466;0.236516925131685;0.218373573257801;0.231645861323038;0.239369084117754;0.242681458253454;0.233221251547185;0.231377635421855;0.231993866194655;0.239578499103664;0.229787301997717;0.234560254765687;0.228857724865454;0.235742461018316;0.232292018239652;0.234665231476611;0.239567666228131;0.231221172636334;0.227453198658393;0.231790585407337;0.227802908659353;0.228035851891481;0.231875897080254;0.235333180697803;0.230471848655088;0.223809320165532;0.231756497778566;0.231924978777556;0.229396160018516;0.222305996844406;0.228124844336197;0.228187308054855;0.229405854091634;0.223322622732584;0.229523543433057;0.230076569619201;0.231793712760326;0.235858409701067;0.226107481782229;0.228898231445514;0.236653044466186;0.227538259085402;0.22867284444724;0.23695715359921;0.231293379252262;0.238978023822956;0.228330590136947;0.229461220630078;0.100942098572851;0.0797152967440405;0.0772896557518772;0.0796755892172335;0.0802732201978872;0.0769922093736467;0.0803945762734457;0.0758652868579037;0.076580886346545;0.0757449334571119" 1
"186" "RFI" 1 1 0.95 1 0.166666666666667 0.39780542762657 0.6235 0.63110667996012 0.615847542627884 0.246984727360161 0.61 0.590196078431373 0.630612244897959 0.220907351621486 "X91" "NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.648559420593685;NA;NA;NA;NA;NA;NA;NA;NA;NA" "NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0508714099755108;NA;NA;NA;NA;NA;NA;NA;NA;NA" 1
"187" "SU" 51 6 0.55 0.521276595744681 1 0.247642198187029 0.871 0.876370887337986 0.865596790371113 0.742027042781506 0.849 0.845098039215686 0.853061224489796 0.698032182579132 "X13;X91;X29;X31;X1;X41;X26;X20;X21;X22;X11;X35;X18;X12;X19;X50;X27;X37;X16;X14;X15;X23;X36;X25;X8;X42;X17;X39;X34;X24;X47;X44;X33;X32;X7;X48;X5;X45;X40;X46;X28;X3;X30;X49;X38;X6;X10;X43;X2;X9;X4" "1.70262333918237;-0.110895749468512;0.102583022942942;0.0875975541801832;0.0492427327845866;0.0912398310129477;-0.158979600876309;0.183338786110112;0.0816654858621004;-0.485982024120868;1.46638969609069;-0.0560896675067323;0.410728155462044;-0.292950917871801;0.00981459540710289;-0.00696605690829392;-0.193590619645661;-0.0773122744891987;0.121922245453677;0.211090901670739;1.38220442569148;0.141743268617353;-0.0459206262041793;-0.123675852857699;-0.0477609912492838;0.157226506298459;-0.108104699291577;-0.197190622580436;0.33572068260105;-0.000918261630094217;1.4355667991318;0.0884930563351335;0.217163675450909;0.0583957435234815;0.151613914216763;0.0727193141832579;-0.0755927576904492;-0.391303194123725;-0.0952105205473307;0.0808294135174245;1.67048814801924;0.150801366153633;-0.548773843054472;0.27351755959124;0.113409647081056;-0.332493542167969;-0.207585781986856;0.0935600742033984;-0.0654480073930972;0.261563997729215;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.48340067393642;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.240088863955301;0.219257326915435;0.220345718924403;0.215765315826622;0.222167814843314;0.222257041394839;0.229548681397766;0.219316415945265;0.221579908681874;0.217753114174414;0.221687097702291;0.221589512440238;0.219160819300142;0.225289483312646;0.222240690558671;0.23062502328357;0.220015786399707;0.231845965571187;0.221290522619849;0.236206573085955;0.226876979061389;0.22937156363783;0.226726325509283;0.220991211499621;0.219083453673244;0.226159879854011;0.219493076825108;0.22841985142691;0.229498036796035;0.220080878323131;0.231695104670192;0.230654758933027;0.226946426662514;0.216577650599041;0.225776030591779;0.22521847171091;0.229110163188067;0.232760833703825;0.227992657218601;0.230042569381689;0.226659915275904;0.225165718694205;0.224958885285611;0.226490479198705;0.209840385801671;0.221018201173805;0.230463592392363;0.231424547768607;0.222799454240018;0.222143406223888;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0946839629687927;NA;NA;NA;NA;NA;NA;NA;NA;NA" 1
"188" "SVM-RFE" 7 6 0.99 0.98936170212766 1 0.920882357366793 0.874 0.882352941176471 0.865596790371113 0.748081406648659 0.858 0.85 0.866326530612245 0.716184683347525 "X1;X11;X21;X31;X41;X43;X91" "1.5312016850289;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.53118282348322;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.46016136311654;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.48419812145086;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.77040397857837;NA;-0.406535519789721;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.44309830741246;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0964241538788752;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0931091909342437;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0925314020111376;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0934670646146719;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.178702878398789;NA;0.163997551302408;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0906386064155124;NA;NA;NA;NA;NA;NA;NA;NA;NA" 1
"189" "GAMMA_BACK" 67 6 0.39 0.351063829787234 1 0.177309198636858 0.869 0.876370887337986 0.861584754262788 0.738058978021781 0.842 0.829411764705882 0.855102040816327 0.684426169526456 "X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X52;X57;X64;X65;X75;X77;X78;X81;X82;X84;X86;X88;X90;X91;X94;X96;X98" "1.68408451636453;-0.102028116317567;0.0994622651191165;0.069374072975487;0.131820233460347;0.13438348665934;-0.186972389732166;0.183883227042564;0.0775868060157655;-0.515071614821824;1.50957203180429;-0.100994223622167;0.44444372083579;-0.243906297610123;0.0481638434091726;-0.0468498894334468;-0.175124970757795;-0.077168527189219;0.137007610994718;0.135491447227003;1.44595075938942;0.105311419558778;-0.0199083100221794;-0.111149762469895;-0.075489432454828;0.191811383132354;-0.114626797324582;-0.208850833859344;0.335008442599999;-0.0344135666819276;1.45010697178289;0.130991607814823;0.245825775620174;0.0881362107659527;0.0527929215276249;0.125307041313914;-0.120865625746607;-0.419395480584102;-0.0789161665457625;0.0916451244706139;1.72170107282385;0.121609187753768;-0.571428758353933;0.194217489131807;0.12781318709013;-0.329374400757748;-0.160831947020688;0.0665243663294732;-0.0156886868954824;0.27791078550295;NA;0.0227685111218378;NA;NA;NA;NA;-0.193280937248981;NA;NA;NA;NA;NA;NA;0.214502580054707;-0.155641196651271;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.368319166671305;NA;-0.18369997790535;-0.165254041074423;NA;NA;0.600873308332891;-0.209707703023587;NA;-0.327151800163156;NA;-0.376782524912943;NA;0.196399183001322;NA;0.188590336583621;1.51673834669755;NA;NA;-0.111051137432519;NA;0.0831437966631813;NA;-0.15605109514639;NA;NA" "0.246283267050578;0.225025978470232;0.226679870149973;0.221486472269337;0.227314433136862;0.229014202137368;0.233338367932931;0.222562207544033;0.226381237171195;0.222887751441729;0.227901396476734;0.226512744018493;0.224597412409831;0.231194202698542;0.227014760460569;0.237562085272875;0.225986679776667;0.237928760308689;0.224270255771778;0.240992188448149;0.232844030452297;0.232482611570042;0.230925855865262;0.226189328993458;0.224252732961339;0.23261585362695;0.224992354463285;0.234063726627177;0.235137966934399;0.225067309701209;0.239059759341859;0.235193724925351;0.234283337437098;0.22086301399566;0.230611891465811;0.22958718457564;0.234200980974886;0.239658748969821;0.233020424161515;0.236844323683376;0.233865779436741;0.230577053280464;0.230445659935051;0.232265914239616;0.21443514849528;0.225813390090969;0.23655410539896;0.237996122524988;0.228509833061233;0.2286585586476;NA;0.174242498525943;NA;NA;NA;NA;0.176363407768762;NA;NA;NA;NA;NA;NA;0.168619877029372;0.165364387166308;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.200049613900279;NA;0.198753454077664;0.19055925949637;NA;NA;0.215295571102817;0.218756364101203;NA;0.213794434428136;NA;0.226752478125504;NA;0.218484626971633;NA;0.213267226421329;0.0978106157443792;NA;NA;0.0779288183736299;NA;0.0752244263200678;NA;0.074016020624313;NA;NA" 1
