"Repetition" "Repartition" "Separation" "NbVar" "Time"
"516" 16 "equilibre" "forte" 150 3259.87477707863
"517" 17 "equilibre" "forte" 150 3444.27656197548
"518" 18 "equilibre" "forte" 150 3612.27942299843
"519" 19 "equilibre" "forte" 150 3804.01663708687
"520" 20 "equilibre" "forte" 150 4045.25859308243
"521" 21 "equilibre" "forte" 150 4209.99862098694
"522" 22 "equilibre" "forte" 150 4440.69061994553
"523" 23 "equilibre" "forte" 150 4631.22846603394
"524" 24 "equilibre" "forte" 150 4794.02243900299
"525" 25 "equilibre" "forte" 150 5043.12219190598
"526" 26 "equilibre" "forte" 150 5227.61705994606
"527" 27 "equilibre" "forte" 150 5476.13737607002
"528" 28 "equilibre" "forte" 150 5642.74941086769
"529" 29 "equilibre" "forte" 150 5894.73327493668
"530" 30 "equilibre" "forte" 150 6052.27725100517
"531" 31 "equilibre" "forte" 150 6254.39190506935
"532" 32 "equilibre" "forte" 150 6485.66133594513
"533" 33 "equilibre" "forte" 150 6746.41176986694
"534" 34 "equilibre" "forte" 150 6899.97330403328
"535" 35 "equilibre" "forte" 150 7104.82810997963
"536" 36 "equilibre" "forte" 150 7332.1216840744
"537" 37 "equilibre" "forte" 150 7524.4550139904
"538" 38 "equilibre" "forte" 150 7695.74845790863
"539" 39 "equilibre" "forte" 150 7889.5556268692
"540" 40 "equilibre" "forte" 150 8066.58391785622
"541" 41 "equilibre" "forte" 150 8267.74421691895
"542" 42 "equilibre" "forte" 150 8445.33938288689
"543" 43 "equilibre" "forte" 150 8669.86714792252
"544" 44 "equilibre" "forte" 150 8893.34555196762
"545" 45 "equilibre" "forte" 150 9138.7861828804
"546" 46 "equilibre" "forte" 150 9341.65489506721
"547" 47 "equilibre" "forte" 150 9541.56556987762
"548" 48 "equilibre" "forte" 150 9701.3503909111
"549" 49 "equilibre" "forte" 150 9862.37331295013
"550" 50 "equilibre" "forte" 150 10077.6155090332
"551" 1 "desequilibre" "forte" 150 210.347091913223
"552" 2 "desequilibre" "forte" 150 426.36659693718
"553" 3 "desequilibre" "forte" 150 630.79684305191
"554" 4 "desequilibre" "forte" 150 879.275943040848
"555" 5 "desequilibre" "forte" 150 1058.92627096176
"556" 6 "desequilibre" "forte" 150 1245.54963493347
"557" 7 "desequilibre" "forte" 150 1461.98839592934
"558" 8 "desequilibre" "forte" 150 1645.10397696495
"559" 9 "desequilibre" "forte" 150 1862.34843087196
"560" 10 "desequilibre" "forte" 150 2042.58697390556
"561" 11 "desequilibre" "forte" 150 2209.40843987465
"562" 12 "desequilibre" "forte" 150 2416.0210518837
"563" 13 "desequilibre" "forte" 150 2615.44861292839
"564" 14 "desequilibre" "forte" 150 2820.55692887306
"565" 15 "desequilibre" "forte" 150 3012.01521492004
"566" 16 "desequilibre" "forte" 150 3192.71151185036
"567" 17 "desequilibre" "forte" 150 3389.08002495766
"568" 18 "desequilibre" "forte" 150 3571.68809008598
"569" 19 "desequilibre" "forte" 150 3794.92151594162
"570" 20 "desequilibre" "forte" 150 4008.3538339138
"571" 21 "desequilibre" "forte" 150 4223.86401200294
"572" 22 "desequilibre" "forte" 150 4423.38513302803
"573" 23 "desequilibre" "forte" 150 4643.39049291611
"574" 24 "desequilibre" "forte" 150 4850.31685900688
"575" 25 "desequilibre" "forte" 150 5035.19183707237
"576" 26 "desequilibre" "forte" 150 5269.69209003448
"577" 27 "desequilibre" "forte" 150 5463.16558599472
"578" 28 "desequilibre" "forte" 150 5674.42556285858
"579" 29 "desequilibre" "forte" 150 5899.80122804642
"580" 30 "desequilibre" "forte" 150 6089.08712506294
"581" 31 "desequilibre" "forte" 150 6287.08923888206
"582" 32 "desequilibre" "forte" 150 6451.17684102058
"583" 33 "desequilibre" "forte" 150 6654.63594102859
"584" 34 "desequilibre" "forte" 150 6930.59950304031
"585" 35 "desequilibre" "forte" 150 7071.70626688004
"586" 36 "desequilibre" "forte" 150 7287.30637288094
"587" 37 "desequilibre" "forte" 150 7495.14722704887
"588" 38 "desequilibre" "forte" 150 7728.49370288849
"589" 39 "desequilibre" "forte" 150 7965.43816304207
"590" 40 "desequilibre" "forte" 150 8135.5026140213
"591" 41 "desequilibre" "forte" 150 8357.80341696739
"592" 42 "desequilibre" "forte" 150 8572.79808998108
"593" 43 "desequilibre" "forte" 150 8797.49386405945
"594" 44 "desequilibre" "forte" 150 8997.48495101929
"595" 45 "desequilibre" "forte" 150 9230.94694900513
"596" 46 "desequilibre" "forte" 150 9412.52500391006
"597" 47 "desequilibre" "forte" 150 9635.66979503632
"598" 48 "desequilibre" "forte" 150 9874.61533308029
"599" 49 "desequilibre" "forte" 150 10085.274750948
"600" 50 "desequilibre" "forte" 150 10269.0298349857
"601" 1 "equilibre" "faible" 200 745.533743143082
"602" 2 "equilibre" "faible" 200 1315.07032108307
"603" 3 "equilibre" "faible" 200 1912.67907810211
"604" 4 "equilibre" "faible" 200 2486.70113515854
"605" 5 "equilibre" "faible" 200 3057.14933300018
"606" 6 "equilibre" "faible" 200 3760.05415821075
"607" 7 "equilibre" "faible" 200 4347.32150101662
"608" 8 "equilibre" "faible" 200 4924.34570908546
"609" 9 "equilibre" "faible" 200 5440.44704818726
"610" 10 "equilibre" "faible" 200 6108.43390512466
"611" 11 "equilibre" "faible" 200 6737.67135119438
"612" 12 "equilibre" "faible" 200 7284.59572815895
"613" 13 "equilibre" "faible" 200 7917.97130417824
"614" 14 "equilibre" "faible" 200 8482.94537401199
"615" 15 "equilibre" "faible" 200 9546.65813803673
"616" 16 "equilibre" "faible" 200 10183.3788251877
"617" 17 "equilibre" "faible" 200 10792.0219781399
"618" 18 "equilibre" "faible" 200 11501.4117441177
"619" 19 "equilibre" "faible" 200 12073.7851071358
"620" 20 "equilibre" "faible" 200 12641.089621067
"621" 21 "equilibre" "faible" 200 13187.8936400414
"622" 22 "equilibre" "faible" 200 13761.6594161987
"623" 23 "equilibre" "faible" 200 14514.1989850998
"624" 24 "equilibre" "faible" 200 15205.5883631706
"625" 25 "equilibre" "faible" 200 15755.4921710491
"626" 26 "equilibre" "faible" 200 16467.7762892246
"627" 27 "equilibre" "faible" 200 17071.0277950764
"628" 28 "equilibre" "faible" 200 17661.9057531357
"629" 29 "equilibre" "faible" 200 18218.4563701153
"630" 30 "equilibre" "faible" 200 18884.9748961926
"631" 31 "equilibre" "faible" 200 19433.3897681236
"632" 32 "equilibre" "faible" 200 20259.5605080128
"633" 33 "equilibre" "faible" 200 20800.2512052059
"634" 34 "equilibre" "faible" 200 21352.0168070793
"635" 35 "equilibre" "faible" 200 21921.2412750721
"636" 36 "equilibre" "faible" 200 22501.527121067
"637" 37 "equilibre" "faible" 200 23184.1476271152
"638" 38 "equilibre" "faible" 200 23868.7405622005
"639" 39 "equilibre" "faible" 200 24431.8712041378
"640" 40 "equilibre" "faible" 200 25057.8061211109
"641" 41 "equilibre" "faible" 200 25609.8243191242
"642" 42 "equilibre" "faible" 200 26378.6292340755
"643" 43 "equilibre" "faible" 200 26936.1258590221
"644" 44 "equilibre" "faible" 200 27549.1478450298
"645" 45 "equilibre" "faible" 200 28212.5272741318
"646" 46 "equilibre" "faible" 200 29035.9478561878
"647" 47 "equilibre" "faible" 200 29595.6432921886
"648" 48 "equilibre" "faible" 200 30325.4845330715
"649" 49 "equilibre" "faible" 200 30843.876335144
"650" 50 "equilibre" "faible" 200 31497.9595081806
"651" 1 "desequilibre" "faible" 200 622.513292074203
"652" 2 "desequilibre" "faible" 200 1236.5303709507
"653" 3 "desequilibre" "faible" 200 1955.78596591949
"654" 4 "desequilibre" "faible" 200 2565.30548405647
"655" 5 "desequilibre" "faible" 200 3200.29250502586
"656" 6 "desequilibre" "faible" 200 4052.01098012924
"657" 7 "desequilibre" "faible" 200 4783.96453309059
"658" 8 "desequilibre" "faible" 200 5506.75193405151
"659" 9 "desequilibre" "faible" 200 6114.50083303452
"660" 10 "desequilibre" "faible" 200 6758.47535991669
"661" 11 "desequilibre" "faible" 200 7599.25799107552
"662" 12 "desequilibre" "faible" 200 8303.27672100067
"663" 13 "desequilibre" "faible" 200 9164.03353404999
"664" 14 "desequilibre" "faible" 200 10005.5207409859
"665" 15 "desequilibre" "faible" 200 10819.0165600777
"666" 16 "desequilibre" "faible" 200 11677.1670920849
"667" 17 "desequilibre" "faible" 200 12447.9820849895
"668" 18 "desequilibre" "faible" 200 13302.5909769535
"669" 19 "desequilibre" "faible" 200 14540.7330200672
"670" 20 "desequilibre" "faible" 200 15205.1397390366
"671" 21 "desequilibre" "faible" 200 15818.9108641148
"672" 22 "desequilibre" "faible" 200 16425.0928559303
"673" 23 "desequilibre" "faible" 200 17048.6443059444
"674" 24 "desequilibre" "faible" 200 17689.7058110237
"675" 25 "desequilibre" "faible" 200 18286.5641560555
"676" 26 "desequilibre" "faible" 200 18944.2833890915
"677" 27 "desequilibre" "faible" 200 19588.0355660915
"678" 28 "desequilibre" "faible" 200 20198.0559980869
"679" 29 "desequilibre" "faible" 200 20996.6442689896
"680" 30 "desequilibre" "faible" 200 21634.444188118
"681" 31 "desequilibre" "faible" 200 22255.9854769707
"682" 32 "desequilibre" "faible" 200 22859.0173771381
"683" 33 "desequilibre" "faible" 200 23514.7726690769
"684" 34 "desequilibre" "faible" 200 24158.4231030941
"685" 35 "desequilibre" "faible" 200 24755.9924230576
"686" 36 "desequilibre" "faible" 200 25513.4452359676
"687" 37 "desequilibre" "faible" 200 26125.0248999596
"688" 38 "desequilibre" "faible" 200 26734.6502609253
"689" 39 "desequilibre" "faible" 200 27374.417714119
"690" 40 "desequilibre" "faible" 200 27919.6911571026
"691" 41 "desequilibre" "faible" 200 28561.9144480228
"692" 42 "desequilibre" "faible" 200 29232.2461400032
"693" 43 "desequilibre" "faible" 200 29861.1946959496
"694" 44 "desequilibre" "faible" 200 30503.5737950802
"695" 45 "desequilibre" "faible" 200 31145.8912580013
"696" 46 "desequilibre" "faible" 200 31782.6915850639
"697" 47 "desequilibre" "faible" 200 32426.5953919888
"698" 48 "desequilibre" "faible" 200 33061.4049179554
"699" 49 "desequilibre" "faible" 200 33682.1050810814
"700" 50 "desequilibre" "faible" 200 34299.072286129
"701" 1 "equilibre" "forte" 200 576.882614850998
"702" 2 "equilibre" "forte" 200 1109.82587790489
"703" 3 "equilibre" "forte" 200 1760.41691589355
"704" 4 "equilibre" "forte" 200 2245.6395149231
"705" 5 "equilibre" "forte" 200 2867.87942695618
"706" 6 "equilibre" "forte" 200 3444.46541285515
"707" 7 "equilibre" "forte" 200 4011.52293300629
"708" 8 "equilibre" "forte" 200 4674.395195961
"709" 9 "equilibre" "forte" 200 5333.43123984337
"710" 10 "equilibre" "forte" 200 5939.93405485153
"711" 11 "equilibre" "forte" 200 6599.69225406647
"712" 12 "equilibre" "forte" 200 7375.13765192032
"713" 13 "equilibre" "forte" 200 7981.84801602364
"714" 14 "equilibre" "forte" 200 8619.99427700043
"715" 15 "equilibre" "forte" 200 9206.68320989609
"716" 16 "equilibre" "forte" 200 9665.8750128746
"717" 17 "equilibre" "forte" 200 10281.7447710037
"718" 18 "equilibre" "forte" 200 10866.0452878475
"719" 19 "equilibre" "forte" 200 11467.4941139221
"720" 20 "equilibre" "forte" 200 12139.7626349926
"721" 21 "equilibre" "forte" 200 12886.7073140144
"722" 22 "equilibre" "forte" 200 13876.7460608482
"723" 23 "equilibre" "forte" 200 14671.6021080017
"724" 24 "equilibre" "forte" 200 15489.7857160568
"725" 25 "equilibre" "forte" 200 16329.9327549934
"726" 26 "equilibre" "forte" 200 17141.5086319447
"727" 27 "equilibre" "forte" 200 17882.7579369545
"728" 28 "equilibre" "forte" 200 18614.4784338474
"729" 29 "equilibre" "forte" 200 19464.4916849136
"730" 30 "equilibre" "forte" 200 20178.5133969784
"731" 31 "equilibre" "forte" 200 20878.1717250347
"732" 32 "equilibre" "forte" 200 21604.1829669476
"733" 33 "equilibre" "forte" 200 22335.5202538967
"734" 34 "equilibre" "forte" 200 23027.6393969059
"735" 35 "equilibre" "forte" 200 23783.1610908508
"736" 36 "equilibre" "forte" 200 24651.5073020458
"737" 37 "equilibre" "forte" 200 25252.6892738342
"738" 38 "equilibre" "forte" 200 25888.6909160614
"739" 39 "equilibre" "forte" 200 26502.7944099903
"740" 40 "equilibre" "forte" 200 27289.2482609749
"741" 41 "equilibre" "forte" 200 27922.8207368851
"742" 42 "equilibre" "forte" 200 28591.3794920444
"743" 43 "equilibre" "forte" 200 29221.2304279804
"744" 44 "equilibre" "forte" 200 29853.4203660488
"745" 45 "equilibre" "forte" 200 30413.4841580391
"746" 46 "equilibre" "forte" 200 31004.5386629105
"747" 47 "equilibre" "forte" 200 31627.6427569389
"748" 48 "equilibre" "forte" 200 32239.6471128464
"749" 49 "equilibre" "forte" 200 33099.9926009178
"750" 50 "equilibre" "forte" 200 33806.4503488541
"751" 1 "desequilibre" "forte" 200 599.636874914169
"752" 2 "desequilibre" "forte" 200 1362.88082790375
"753" 3 "desequilibre" "forte" 200 2073.48794388771
"754" 4 "desequilibre" "forte" 200 2693.38141894341
"755" 5 "desequilibre" "forte" 200 3298.66720199585
"756" 6 "desequilibre" "forte" 200 4072.97793006897
"757" 7 "desequilibre" "forte" 200 4866.30291199684
"758" 8 "desequilibre" "forte" 200 5452.07463502884
"759" 9 "desequilibre" "forte" 200 6032.69059991837
"760" 10 "desequilibre" "forte" 200 6549.72920608521
"761" 11 "desequilibre" "forte" 200 7153.73157095909
"762" 12 "desequilibre" "forte" 200 7749.91654801369
"763" 13 "desequilibre" "forte" 200 8303.82664108276
"764" 14 "desequilibre" "forte" 200 8927.0792028904
"765" 15 "desequilibre" "forte" 200 9615.1847178936
"766" 16 "desequilibre" "forte" 200 10292.3257579803
"767" 17 "desequilibre" "forte" 200 11006.4941079617
"768" 18 "desequilibre" "forte" 200 11613.9086689949
"769" 19 "desequilibre" "forte" 200 12174.1723868847
"770" 20 "desequilibre" "forte" 200 12759.2391030788
"771" 21 "desequilibre" "forte" 200 13388.7356109619
"772" 22 "desequilibre" "forte" 200 14007.6890640259
"773" 23 "desequilibre" "forte" 200 14622.970263958
"774" 24 "desequilibre" "forte" 200 15429.9916849136
"775" 25 "desequilibre" "forte" 200 16060.9761040211
"776" 26 "desequilibre" "forte" 200 16791.1255660057
"777" 27 "desequilibre" "forte" 200 17435.2199571133
"778" 28 "desequilibre" "forte" 200 18108.0176560879
"779" 29 "desequilibre" "forte" 200 18770.774823904
"780" 30 "desequilibre" "forte" 200 19414.6444740295
"781" 31 "desequilibre" "forte" 200 20026.6698989868
"782" 32 "desequilibre" "forte" 200 20628.192401886
"783" 33 "desequilibre" "forte" 200 21217.4608819485
"784" 34 "desequilibre" "forte" 200 21819.0383300781
"785" 35 "desequilibre" "forte" 200 22426.6060769558
"786" 36 "desequilibre" "forte" 200 23223.6067249775
"787" 37 "desequilibre" "forte" 200 23790.4815309048
"788" 38 "desequilibre" "forte" 200 24507.6485190392
"789" 39 "desequilibre" "forte" 200 25138.6185209751
"790" 40 "desequilibre" "forte" 200 25755.2748680115
"791" 41 "desequilibre" "forte" 200 26380.43821311
"792" 42 "desequilibre" "forte" 200 27031.0294659138
"793" 43 "desequilibre" "forte" 200 27714.2968928814
"794" 44 "desequilibre" "forte" 200 28436.1049420834
"795" 45 "desequilibre" "forte" 200 29155.7031180859
"796" 46 "desequilibre" "forte" 200 29936.9853849411
"797" 47 "desequilibre" "forte" 200 30559.0819358826
"798" 48 "desequilibre" "forte" 200 31193.8604149818
"799" 49 "desequilibre" "forte" 200 31851.9362640381
"800" 50 "desequilibre" "forte" 200 32453.5271060467
