"Approach" "NbVarSelected" "NbVarInf" "Accuracy_selection" "Specificity_selection" "Sensitivity_selection" "MCC_selection" "Accuracy_training" "Specificity_training" "Sensitivity_training" "MCC_training" "Accuracy_test" "Specificity_test" "Sensitivity_test" "MCC_test" "VarSelected" "coef_estimate" "std_estimate"
"145" "BASELINE" 25 3 0.12 0 1 0 0.8655 0.854059609455293 0.876338851022395 0.730777011520319 0.849 0.849798387096774 0.848214285714286 0.697995920037832 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "3.15371549654247;-2.07987016439249;0.538797050502985;0.0946297310279092;-0.0591939732490625;-0.0856188771001743;-0.122956328211126;0.108821299063443;0.0912063717570882;-0.0689176671699833;-0.0190946617141411;-0.0536660988388267;-0.0856314383455249;0.0562394760092078;-0.00194883367003469;-0.00328548664712092;-0.0883025872320488;0.0295733699144079;0.00792935536994727;-0.0266364719176511;0.0276960499436302;-0.167143835195014;0.103128292872244;-0.076155506285998;-0.0747521447057719" "0.152833049543527;0.112439798994917;0.0751433351646676;0.0729037912286431;0.071537313958607;0.0725607886403989;0.0716868693224878;0.0715192408015836;0.0745194064385646;0.0738106074391027;0.0740988966547263;0.0729975037567529;0.073647571867185;0.0720533411215624;0.0741020230971275;0.072852669812323;0.071669062216258;0.0734572826123879;0.0736209085524299;0.0712769852578414;0.0730908689057634;0.0711666834086584;0.0703212386867033;0.0692418746920989;0.0731196890851655"
"146" "BEST" 3 3 1 1 1 1 0.8655 0.852004110996917 0.878286270691334 0.730797735765241 0.852 0.85383064516129 0.850198412698413 0.704007936586658 "x1;x2;x3" "3.07562714319672;-2.03177007176771;0.518609504118016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.147300489643528;0.109443651447334;0.0735441169639444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"147" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.851 0.83967112024666 0.861733203505355 0.701738674697497 0.845 0.851814516129032 0.838293650793651 0.690108166922683 "x1;x2" "2.927761460813;-1.95560986582809;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.138240930436415;0.10541583160656;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"148" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.851 0.83967112024666 0.861733203505355 0.701738674697497 0.845 0.851814516129032 0.838293650793651 0.690108166922683 "x1;x2" "2.927761460813;-1.95560986582809;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.138240930436415;0.10541583160656;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"149" "CONS" 3 3 1 1 1 1 0.8655 0.852004110996917 0.878286270691334 0.730797735765241 0.852 0.85383064516129 0.850198412698413 0.704007936586658 "x1;x2;x3" "3.07562714319672;-2.03177007176771;0.518609504118016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.147300489643528;0.109443651447334;0.0735441169639444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"150" "IG" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7565 0.742034943473792 0.770204479065239 0.512504906077087 0.776 0.755040322580645 0.796626984126984 0.552234226285753 "x1" "1.91716834217404;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0888732264073594;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"151" "IGR" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.851 0.83967112024666 0.861733203505355 0.701738674697497 0.845 0.851814516129032 0.838293650793651 0.690108166922683 "x1;x2" "2.927761460813;-1.95560986582809;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.138240930436415;0.10541583160656;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"152" "ONER" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.851 0.83967112024666 0.861733203505355 0.701738674697497 0.845 0.851814516129032 0.838293650793651 0.690108166922683 "x1;x2" "2.927761460813;-1.95560986582809;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.138240930436415;0.10541583160656;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"153" "RELIEF" 7 3 0.84 0.818181818181818 1 0.592156525463792 0.865 0.852004110996917 0.877312560856865 0.729790074364578 0.846 0.849798387096774 0.842261904761905 0.692039529655437 "Noise11;x2;Noise1;Noise19;x1;Noise12;x3" "3.1040243832706;-2.04670897685737;0.519535826529275;0.0924362234664299;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0516887988017257;0.00467909434073204;NA;NA;NA;NA;NA;NA;-0.157887701071919;NA;NA;NA" "0.148983868196849;0.11026503232736;0.0739297917759539;0.0717572771292002;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0706281591718106;0.0730135567024738;NA;NA;NA;NA;NA;NA;0.0701223969094622;NA;NA;NA"
"154" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.851 0.83967112024666 0.861733203505355 0.701738674697497 0.845 0.851814516129032 0.838293650793651 0.690108166922683 "x1;x2" "2.927761460813;-1.95560986582809;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.138240930436415;0.10541583160656;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"155" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7565 0.742034943473792 0.770204479065239 0.512504906077087 0.776 0.755040322580645 0.796626984126984 0.552234226285753 "x1" "1.91716834217404;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0888732264073594;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"156" "SVM-RFE" 6 3 0.88 0.863636363636364 1 0.657128740672771 0.8655 0.854059609455293 0.876338851022395 0.730777011520319 0.847 0.847782258064516 0.846230158730159 0.69399576003028 "Noise19;Noise20;Noise3;x1;x2;x3" "3.10306479688622;-2.04425486177782;0.525110668972806;NA;NA;-0.0834040384142949;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.158767452449353;0.102396683294481;NA;NA" "0.148793315530509;0.110201694954663;0.0739792548914062;NA;NA;0.0710473774627974;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0700082348925714;0.0693137444264394;NA;NA"
"157" "GAMMA_BACK" 3 3 1 1 1 1 0.8655 0.852004110996917 0.878286270691334 0.730797735765241 0.852 0.85383064516129 0.850198412698413 0.704007936586658 "x1;x2;x3" "3.07562714319672;-2.03177007176771;0.518609504118016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.147300489643528;0.109443651447334;0.0735441169639444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"158" "GAMMA_BF" 3 3 1 1 1 1 0.8655 0.852004110996917 0.878286270691334 0.730797735765241 0.852 0.85383064516129 0.850198412698413 0.704007936586658 "x1;x2;x3" "3.07562714319672;-2.03177007176771;0.518609504118016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.147300489643528;0.109443651447334;0.0735441169639444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"159" "GAMMA_FORW" 3 3 1 1 1 1 0.8655 0.852004110996917 0.878286270691334 0.730797735765241 0.852 0.85383064516129 0.850198412698413 0.704007936586658 "x1;x2;x3" "3.07562714319672;-2.03177007176771;0.518609504118016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.147300489643528;0.109443651447334;0.0735441169639444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"160" "GAMMA_HC" 3 3 1 1 1 1 0.8655 0.852004110996917 0.878286270691334 0.730797735765241 0.852 0.85383064516129 0.850198412698413 0.704007936586658 "x1;x2;x3" "3.07562714319672;-2.03177007176771;0.518609504118016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.147300489643528;0.109443651447334;0.0735441169639444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"161" "BASELINE" 25 3 0.12 0 1 0 0.8415 0.84995064165844 0.832826747720365 0.682950568568466 0.868 0.86734693877551 0.868627450980392 0.735921384122126 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "2.82727920499778;-1.89315043298838;0.529384755568008;0.0210490197220098;-0.101776211440012;-0.0242501045677181;0.0427235862499561;-0.0693093039363573;-0.0404927996004327;0.0476519657355543;-0.0229840793755394;0.112459372303303;-0.00845819796439748;-0.0264289801635842;0.0651496091555002;-0.00802187583205134;0.0858852705413281;-0.107456249258331;0.0290735629536522;-0.0437345934089294;-0.0369480795619249;0.114584054314185;-0.0315621711553638;-0.0468257065789398;-0.0803721459775577" "0.136447549937101;0.103630796531712;0.0743090648223301;0.0687272059767125;0.0704648915573405;0.0697879297358561;0.0697125973556357;0.0694632987788031;0.0685253284773615;0.0698842878777047;0.0673344748961806;0.0706052762201982;0.0702155578134059;0.069067090619624;0.0694614330497108;0.0683911021989962;0.0715316988660439;0.0691892544868395;0.0700029700949422;0.0695296033121927;0.0685155905928818;0.0690317341894109;0.0687877507645051;0.0710890086465181;0.0695217539970513"
"162" "BEST" 3 3 1 1 1 1 0.837 0.846001974333662 0.827760891590679 0.673951630712962 0.87 0.86734693877551 0.872549019607843 0.739895958383353 "x1;x2;x3" "2.76952619331767;-1.84861110953507;0.510890948354403;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.132677931264976;0.10109138583069;0.0729246840331742;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"163" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8365 0.842053307008884 0.83080040526849 0.672931453488332 0.8565 0.86530612244898 0.848039215686274 0.713205864231476 "x1;x2" "2.63238765676989;-1.76909599117645;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.125461666016135;0.0968993226131608;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"164" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8365 0.842053307008884 0.83080040526849 0.672931453488332 0.8565 0.86530612244898 0.848039215686274 0.713205864231476 "x1;x2" "2.63238765676989;-1.76909599117645;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.125461666016135;0.0968993226131608;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"165" "CONS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8365 0.842053307008884 0.83080040526849 0.672931453488332 0.8565 0.86530612244898 0.848039215686274 0.713205864231476 "x1;x2" "2.63238765676989;-1.76909599117645;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.125461666016135;0.0968993226131608;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"166" "IG" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.753 0.759131293188549 0.746707193515704 0.505887062403282 0.767 0.761224489795918 0.772549019607843 0.533795938275734 "x1" "1.80108700484408;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0852031726078247;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"167" "IGR" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8365 0.842053307008884 0.83080040526849 0.672931453488332 0.8565 0.86530612244898 0.848039215686274 0.713205864231476 "x1;x2" "2.63238765676989;-1.76909599117645;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.125461666016135;0.0968993226131608;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"168" "ONER" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8365 0.842053307008884 0.83080040526849 0.672931453488332 0.8565 0.86530612244898 0.848039215686274 0.713205864231476 "x1;x2" "2.63238765676989;-1.76909599117645;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.125461666016135;0.0968993226131608;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"169" "RELIEF" 20 2 0.24 0.181818181818182 0.666666666666667 -0.123091490979333 0.8315 0.837117472852912 0.825734549138805 0.662928607611941 0.859 0.860204081632653 0.857843137254902 0.717955289721894 "Noise16;Noise10;Noise19;Noise12;Noise22;Noise20;Noise1;Noise7;Noise8;Noise9;Noise17;Noise6;x1;Noise5;Noise4;Noise15;Noise18;Noise2;Noise21;x2" "2.67450147745272;-1.80182897699041;NA;0.0178536693144168;-0.0752642960603213;NA;0.0253266607326556;-0.0319526730284101;-0.0470242305223671;0.0525441087265959;-0.00663296783369691;0.115436176247436;0.00852492920736255;NA;0.06906293591781;NA;NA;-0.107096008783481;0.0390392368722449;-0.0140345283422291;-0.046655180533082;0.0916609649579023;-0.0283157404763891;-0.0533423360392578;-0.0783760917678301" "0.128105726965319;0.0987067552270307;NA;0.0668534636325722;0.0685475777234599;NA;0.0677462959752819;0.0673787663987048;0.066723747368487;0.0682935471672608;0.0654757694572347;0.0691130292817389;0.0682492606257278;NA;0.0675958187579692;NA;NA;0.0675235952755463;0.0690836754383788;0.068055828164192;0.0667695657533244;0.0672338681173762;0.0671755494066545;0.0694137647687965;0.0672837307982961"
"170" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8365 0.842053307008884 0.83080040526849 0.672931453488332 0.8565 0.86530612244898 0.848039215686274 0.713205864231476 "x1;x2" "2.63238765676989;-1.76909599117645;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.125461666016135;0.0968993226131608;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"171" "SU" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8365 0.842053307008884 0.83080040526849 0.672931453488332 0.8565 0.86530612244898 0.848039215686274 0.713205864231476 "x1;x2" "2.63238765676989;-1.76909599117645;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.125461666016135;0.0968993226131608;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"172" "SVM-RFE" 6 3 0.88 0.863636363636364 1 0.657128740672771 0.839 0.84995064165844 0.827760891590679 0.677980111952372 0.865 0.86530612244898 0.864705882352941 0.729937525180771 "Noise19;Noise2;Noise22;x1;x2;x3" "2.7904469960164;-1.86125488133777;0.522951209321736;NA;-0.0987834103089221;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.103963688706932;NA;NA;-0.0824291019680993" "0.133680541385748;0.101684960619375;0.0736079024054069;NA;0.0689010589275241;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0680852861157635;NA;NA;0.068806720036132"
"173" "GAMMA_BACK" 25 3 0.12 0 1 0 0.8415 0.84995064165844 0.832826747720365 0.682950568568466 0.868 0.86734693877551 0.868627450980392 0.735921384122126 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "2.82727920499778;-1.89315043298838;0.529384755568008;0.0210490197220098;-0.101776211440012;-0.0242501045677181;0.0427235862499561;-0.0693093039363573;-0.0404927996004327;0.0476519657355543;-0.0229840793755394;0.112459372303303;-0.00845819796439748;-0.0264289801635842;0.0651496091555002;-0.00802187583205134;0.0858852705413281;-0.107456249258331;0.0290735629536522;-0.0437345934089294;-0.0369480795619249;0.114584054314185;-0.0315621711553638;-0.0468257065789398;-0.0803721459775577" "0.136447549937101;0.103630796531712;0.0743090648223301;0.0687272059767125;0.0704648915573405;0.0697879297358561;0.0697125973556357;0.0694632987788031;0.0685253284773615;0.0698842878777047;0.0673344748961806;0.0706052762201982;0.0702155578134059;0.069067090619624;0.0694614330497108;0.0683911021989962;0.0715316988660439;0.0691892544868395;0.0700029700949422;0.0695296033121927;0.0685155905928818;0.0690317341894109;0.0687877507645051;0.0710890086465181;0.0695217539970513"
"174" "GAMMA_BF" 25 3 0.12 0 1 0 0.8415 0.84995064165844 0.832826747720365 0.682950568568466 0.868 0.86734693877551 0.868627450980392 0.735921384122126 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "2.82727920499778;-1.89315043298838;0.529384755568008;0.0210490197220098;-0.101776211440012;-0.0242501045677181;0.0427235862499561;-0.0693093039363573;-0.0404927996004327;0.0476519657355543;-0.0229840793755394;0.112459372303303;-0.00845819796439748;-0.0264289801635842;0.0651496091555002;-0.00802187583205134;0.0858852705413281;-0.107456249258331;0.0290735629536522;-0.0437345934089294;-0.0369480795619249;0.114584054314185;-0.0315621711553638;-0.0468257065789398;-0.0803721459775577" "0.136447549937101;0.103630796531712;0.0743090648223301;0.0687272059767125;0.0704648915573405;0.0697879297358561;0.0697125973556357;0.0694632987788031;0.0685253284773615;0.0698842878777047;0.0673344748961806;0.0706052762201982;0.0702155578134059;0.069067090619624;0.0694614330497108;0.0683911021989962;0.0715316988660439;0.0691892544868395;0.0700029700949422;0.0695296033121927;0.0685155905928818;0.0690317341894109;0.0687877507645051;0.0710890086465181;0.0695217539970513"
"175" "GAMMA_FORW" 25 3 0.12 0 1 0 0.8415 0.84995064165844 0.832826747720365 0.682950568568466 0.868 0.86734693877551 0.868627450980392 0.735921384122126 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "2.82727920499778;-1.89315043298838;0.529384755568008;0.0210490197220098;-0.101776211440012;-0.0242501045677181;0.0427235862499561;-0.0693093039363573;-0.0404927996004327;0.0476519657355543;-0.0229840793755394;0.112459372303303;-0.00845819796439748;-0.0264289801635842;0.0651496091555002;-0.00802187583205134;0.0858852705413281;-0.107456249258331;0.0290735629536522;-0.0437345934089294;-0.0369480795619249;0.114584054314185;-0.0315621711553638;-0.0468257065789398;-0.0803721459775577" "0.136447549937101;0.103630796531712;0.0743090648223301;0.0687272059767125;0.0704648915573405;0.0697879297358561;0.0697125973556357;0.0694632987788031;0.0685253284773615;0.0698842878777047;0.0673344748961806;0.0706052762201982;0.0702155578134059;0.069067090619624;0.0694614330497108;0.0683911021989962;0.0715316988660439;0.0691892544868395;0.0700029700949422;0.0695296033121927;0.0685155905928818;0.0690317341894109;0.0687877507645051;0.0710890086465181;0.0695217539970513"
"176" "GAMMA_HC" 25 3 0.12 0 1 0 0.8415 0.84995064165844 0.832826747720365 0.682950568568466 0.868 0.86734693877551 0.868627450980392 0.735921384122126 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "2.82727920499778;-1.89315043298838;0.529384755568008;0.0210490197220098;-0.101776211440012;-0.0242501045677181;0.0427235862499561;-0.0693093039363573;-0.0404927996004327;0.0476519657355543;-0.0229840793755394;0.112459372303303;-0.00845819796439748;-0.0264289801635842;0.0651496091555002;-0.00802187583205134;0.0858852705413281;-0.107456249258331;0.0290735629536522;-0.0437345934089294;-0.0369480795619249;0.114584054314185;-0.0315621711553638;-0.0468257065789398;-0.0803721459775577" "0.136447549937101;0.103630796531712;0.0743090648223301;0.0687272059767125;0.0704648915573405;0.0697879297358561;0.0697125973556357;0.0694632987788031;0.0685253284773615;0.0698842878777047;0.0673344748961806;0.0706052762201982;0.0702155578134059;0.069067090619624;0.0694614330497108;0.0683911021989962;0.0715316988660439;0.0691892544868395;0.0700029700949422;0.0695296033121927;0.0685155905928818;0.0690317341894109;0.0687877507645051;0.0710890086465181;0.0695217539970513"
"177" "BASELINE" 25 3 0.12 0 1 0 0.875 0.868937048503612 0.880698351115422 0.749734466310511 0.8475 0.82765737874097 0.866149369544132 0.694724926363127 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "3.34227478048656;-2.05347925079559;0.412636372827521;0.0734581606884866;0.033624904549751;-0.0967268099695738;0.00594057241012376;0.0913091291782196;-0.0367629645852686;0.065193816855864;0.0426898910583511;0.0395653778589177;-0.00178933480471632;0.0258904079046163;-0.0186315341983845;0.0835494376849695;0.0711035040652305;-0.00895072503276089;0.0425557636417728;-0.024721306056804;-0.0397274025357781;-0.0363157647930378;0.0204487842984973;-0.0425600306783464;-0.0447946958410768" "0.160341502629239;0.114366253931589;0.0775955437718679;0.0736279711411567;0.0767934513646552;0.0747849981462621;0.075266271358936;0.0747864561708411;0.0739596781426632;0.0744982132747272;0.0755640002626888;0.0765483944499025;0.0751280555145693;0.0789681866858308;0.0752151326687503;0.0744698047598163;0.0750321634786852;0.0732128147084404;0.0740622356063832;0.0732835466541464;0.0763915320250887;0.0772024069109598;0.077138875200437;0.077090872096008;0.0738799452707599"
"178" "BEST" 3 3 1 1 1 1 0.871 0.86171310629515 0.879728419010669 0.74170884551123 0.8465 0.82765737874097 0.864209505334627 0.692700465833097 "x1;x2;x3" "3.30449948414914;-2.01800514476948;0.4115721569146;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.157558924642723;0.111875756782966;0.0761543065658958;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"179" "CFS" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.786 0.775025799793602 0.79631425800194 0.571500254246166 0.762 0.719298245614035 0.802133850630456 0.52375446662758 "x1" "2.11659654560253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0953618870500388;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"180" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.866 0.864809081527348 0.867119301648885 0.73180533196368 0.8465 0.821465428276574 0.870029097963143 0.692861779175972 "x1;x2" "3.20175381327419;-1.95309307952233;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.151533712008109;0.108174292374415;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"181" "CONS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.866 0.864809081527348 0.867119301648885 0.73180533196368 0.8465 0.821465428276574 0.870029097963143 0.692861779175972 "x1;x2" "3.20175381327419;-1.95309307952233;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.151533712008109;0.108174292374415;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"182" "IG" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.786 0.775025799793602 0.79631425800194 0.571500254246166 0.762 0.719298245614035 0.802133850630456 0.52375446662758 "x1" "2.11659654560253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0953618870500388;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"183" "IGR" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.786 0.775025799793602 0.79631425800194 0.571500254246166 0.762 0.719298245614035 0.802133850630456 0.52375446662758 "x1" "2.11659654560253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0953618870500388;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
